row_type,generated_at,subject,subject_total_questions,subject_active_questions,subject_active_ratio_pct,class,area,subarea,difficulty,language,active,count,share_subject_pct
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,3,preistoria_neolitico_metalli,villaggi_e_lavori,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,3,preistoria_paleolitico,caccia_raccolta,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,3,preistoria_paleolitico,fuoco_e_strumenti,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,3,preistoria_paleolitico,vita_nomade,1,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,3,preistoria_paleolitico,vita_quotidiana,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,3,tempo_periodizzazione,concetti_temporali,2,it,1,15,1.95
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,3,tempo_periodizzazione,linea_tempo_e_periodi,1,it,1,8,1.04
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,3,tempo_periodizzazione,sequenze,2,it,1,15,1.95
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,altre_civilta_ebrei,civilta_fluviali_confronti,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,altre_civilta_ebrei,indo_cina_ebrei,1,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,altre_civilta_ebrei,religione_e_societa,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,altre_civilta_ebrei,sintesi_e_confronti,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,civilta_mediterranee,confronti,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,civilta_mediterranee,cretesi_micenei_fenici,1,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,civilta_mediterranee,sintesi,2,it,1,8,1.04
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,civilta_mediterranee,vita_e_commerci,2,it,1,10,1.30
